transaction_id,building_id,community,property_type,bedrooms,size_sqft,price_aed,price_per_sqft,transaction_type,transaction_date,registration_type,buyer_type
TXN-00420,BLD-006,DAMAC Hills,Villa,3,6905.0,8714110.0,1262.0,Sale,2026-02-11,Title Deed,Individual
TXN-00421,BLD-063,Al Furjan,Apartment,2,927.0,972803.07,1049.41,Sale,2025-08-11,Title Deed,Company
TXN-00422,BLD-063,Al Furjan,Townhouse,4,2643.0,2614534.89,989.23,Off-Plan,2026-01-22,Oqood,Company
TXN-00423,BLD-008,DAMAC Hills,Villa,4,2991.0,3067091.04,1025.44,Mortgage,2025-04-19,Title Deed,Company
TXN-00424,BLD-013,Business Bay,Villa,4,3690.0,6223258.8,1686.52,Off-Plan,2026-03-11,Oqood,Individual
TXN-00425,BLD-014,Al Furjan,Villa,4,5970.0,6241515.6,1045.48,Sale,2026-02-25,Title Deed,Company
TXN-00426,BLD-065,Dubai Silicon Oasis,Apartment,1,2397.0,1887853.23,787.59,Sale,2025-12-08,Title Deed,Company
TXN-00427,BLD-048,Business Bay,Apartment,2,2056.0,3141259.6,1527.85,Sale,2025-09-27,Title Deed,Individual
TXN-00428,BLD-047,Dubai South,Townhouse,3,2515.0,2654532.2,1055.48,Sale,2025-11-15,Title Deed,Individual
TXN-00429,BLD-001,Motor City,Apartment,1,2114.0,2179491.72,1030.98,Off-Plan,2026-06-17,Oqood,Individual
TXN-00430,BLD-072,Dubai South,Apartment,2,607.0,560212.44,922.92,Sale,2025-09-22,Title Deed,Company
TXN-00431,BLD-030,Dubai Marina,Apartment,1,1550.0,2521834.5,1626.99,Sale,2026-05-19,Title Deed,Individual
TXN-00432,BLD-023,Palm Jumeirah,Apartment,3,1812.0,4345991.4,2398.45,Off-Plan,2026-02-04,Oqood,Individual
TXN-00433,BLD-011,Motor City,Villa,6,4372.0,4740078.68,1084.19,Mortgage,2025-08-30,Title Deed,Individual
TXN-00434,BLD-078,Al Barari,Townhouse,4,2938.0,4868706.7,1657.15,Sale,2025-12-10,Title Deed,Individual
TXN-00435,BLD-065,Dubai Silicon Oasis,Villa,3,5966.0,5422139.44,908.84,Off-Plan,2025-04-12,Oqood,Individual
TXN-00436,BLD-029,Dubai Hills Estate,Apartment,3,713.0,1286765.36,1804.72,Off-Plan,2025-10-05,Oqood,Individual
TXN-00437,BLD-011,Motor City,Apartment,1,1802.0,1975929.04,1096.52,Sale,2025-07-29,Title Deed,Individual
TXN-00438,BLD-072,Dubai South,Apartment,2,908.0,974075.16,1072.77,Sale,2025-04-11,Title Deed,Company
TXN-00439,BLD-015,Dubai Hills Estate,Apartment,1,1110.0,1923186.0,1732.6,Sale,2026-01-03,Title Deed,Individual
TXN-00440,BLD-079,Jumeirah Lake Towers,Villa,5,5729.0,8915412.51,1556.19,Sale,2025-06-18,Title Deed,Individual
TXN-00441,BLD-011,Motor City,Apartment,0,2299.0,2756615.95,1199.05,Off-Plan,2025-05-03,Oqood,Individual
TXN-00442,BLD-040,Dubai Hills Estate,Apartment,0,834.0,1246121.1,1494.15,Sale,2026-05-19,Title Deed,Individual
TXN-00443,BLD-080,DAMAC Hills,Villa,3,6084.0,10373585.04,1705.06,Off-Plan,2025-07-03,Oqood,Individual
TXN-00444,BLD-008,DAMAC Hills,Apartment,3,1644.0,1834786.2,1116.05,Sale,2025-10-14,Title Deed,Individual
TXN-00445,BLD-047,Dubai South,Villa,3,6877.0,6084907.14,884.82,Sale,2025-04-21,Title Deed,Company
TXN-00446,BLD-041,Palm Jumeirah,Apartment,2,594.0,2079564.3,3500.95,Sale,2025-02-19,Title Deed,Individual
TXN-00447,BLD-032,Palm Jumeirah,Townhouse,3,2682.0,6476895.9,2414.95,Off-Plan,2025-11-15,Oqood,Individual
TXN-00448,BLD-031,Downtown Dubai,Townhouse,5,2297.0,4600064.08,2002.64,Sale,2025-02-09,Title Deed,Company
TXN-00449,BLD-072,Dubai South,Townhouse,3,2415.0,2217863.55,918.37,Off-Plan,2025-08-30,Oqood,Individual
TXN-00450,BLD-054,Dubai Silicon Oasis,Apartment,1,2342.0,2183025.04,932.12,Sale,2025-05-31,Title Deed,Individual
TXN-00451,BLD-075,Jumeirah Lake Towers,Apartment,3,2128.0,3681099.52,1729.84,Sale,2025-06-07,Title Deed,Individual
TXN-00452,BLD-073,Motor City,Townhouse,3,2803.0,3051570.04,1088.68,Sale,2025-02-09,Title Deed,Company
TXN-00453,BLD-041,Palm Jumeirah,Townhouse,3,2540.0,8829040.0,3476.0,Off-Plan,2025-10-17,Oqood,Company
TXN-00454,BLD-020,Dubai Marina,Villa,3,3668.0,7399933.24,2017.43,Sale,2025-09-03,Title Deed,Individual
TXN-00455,BLD-077,Palm Jumeirah,Apartment,2,1131.0,3032821.74,2681.54,Sale,2026-01-27,Title Deed,Individual
TXN-00456,BLD-024,Business Bay,Villa,4,3446.0,4632388.88,1344.28,Off-Plan,2025-10-13,Oqood,Individual
TXN-00457,BLD-053,Dubai Silicon Oasis,Apartment,2,822.0,776115.96,944.18,Mortgage,2026-05-26,Title Deed,Individual
TXN-00458,BLD-042,Jumeirah Village Circle,Villa,5,4810.0,5571086.3,1158.23,Off-Plan,2026-02-17,Oqood,Individual
TXN-00459,BLD-079,Jumeirah Lake Towers,Townhouse,3,2765.0,4096568.7,1481.58,Sale,2026-04-22,Title Deed,Individual
TXN-00460,BLD-006,DAMAC Hills,Villa,3,5328.0,6001512.48,1126.41,Sale,2025-03-01,Title Deed,Individual
TXN-00461,BLD-025,Palm Jumeirah,Apartment,1,1023.0,2697323.64,2636.68,Sale,2025-03-06,Title Deed,Individual
TXN-00462,BLD-067,Motor City,Townhouse,3,2963.0,3271803.86,1104.22,Sale,2025-05-28,Title Deed,Individual
TXN-00463,BLD-051,Motor City,Apartment,2,774.0,776925.72,1003.78,Sale,2025-09-23,Title Deed,Individual
TXN-00464,BLD-042,Jumeirah Village Circle,Villa,6,6543.0,6719595.57,1026.99,Sale,2026-01-16,Title Deed,Individual
TXN-00465,BLD-011,Motor City,Apartment,1,1986.0,2423833.56,1220.46,Sale,2025-07-03,Title Deed,Individual
TXN-00466,BLD-043,Arabian Ranches,Apartment,2,717.0,819860.82,1143.46,Off-Plan,2025-11-22,Oqood,Individual
TXN-00467,BLD-058,Dubai Marina,Apartment,1,2199.0,3671912.19,1669.81,Off-Plan,2026-06-03,Oqood,Individual
TXN-00468,BLD-064,Dubai South,Apartment,0,2168.0,2313819.68,1067.26,Sale,2025-04-01,Title Deed,Individual
TXN-00469,BLD-077,Palm Jumeirah,Apartment,1,1504.0,4111830.72,2733.93,Off-Plan,2025-06-10,Oqood,Individual
TXN-00470,BLD-008,DAMAC Hills,Apartment,0,2111.0,2455895.18,1163.38,Sale,2025-03-01,Title Deed,Company
TXN-00471,BLD-014,Al Furjan,Apartment,1,1751.0,1948880.51,1113.01,Sale,2025-07-10,Title Deed,Company
TXN-00472,BLD-059,Dubai Hills Estate,Villa,4,2968.0,4742774.96,1597.97,Off-Plan,2026-03-23,Oqood,Company
TXN-00473,BLD-071,DAMAC Hills,Apartment,2,662.0,659398.34,996.07,Sale,2025-08-12,Title Deed,Individual
TXN-00474,BLD-079,Jumeirah Lake Towers,Apartment,2,2359.0,3002110.58,1272.62,Off-Plan,2025-10-31,Oqood,Individual
TXN-00475,BLD-055,Arabian Ranches,Apartment,1,1460.0,1828956.6,1252.71,Sale,2026-06-26,Title Deed,Individual
TXN-00476,BLD-064,Dubai South,Apartment,1,1627.0,1895715.32,1165.16,Sale,2025-05-10,Title Deed,Individual
TXN-00477,BLD-027,Dubai Silicon Oasis,Villa,6,4746.0,4774808.22,1006.07,Off-Plan,2025-08-04,Oqood,Individual
TXN-00478,BLD-037,Dubai Marina,Apartment,0,1015.0,2031045.45,2001.03,Sale,2026-02-19,Title Deed,Individual
TXN-00479,BLD-073,Motor City,Apartment,0,768.0,884605.44,1151.83,Off-Plan,2025-02-15,Oqood,Company
TXN-00480,BLD-018,Jumeirah Lake Towers,Apartment,2,2186.0,3408607.94,1559.29,Off-Plan,2025-03-08,Oqood,Individual
TXN-00481,BLD-067,Motor City,Apartment,2,1045.0,1072953.75,1026.75,Off-Plan,2026-01-07,Oqood,Company
TXN-00482,BLD-009,Jumeirah Village Circle,Townhouse,3,1856.0,2365397.76,1274.46,Off-Plan,2026-02-12,Oqood,Individual
TXN-00483,BLD-024,Business Bay,Apartment,3,1908.0,2760608.88,1446.86,Sale,2026-06-02,Title Deed,Individual
TXN-00484,BLD-031,Downtown Dubai,Apartment,3,1019.0,1997708.74,1960.46,Sale,2025-08-04,Title Deed,Individual
TXN-00485,BLD-012,Dubai South,Apartment,0,1376.0,1349401.92,980.67,Mortgage,2026-06-30,Title Deed,Individual
TXN-00486,BLD-040,Dubai Hills Estate,Villa,3,6897.0,12259969.26,1777.58,Off-Plan,2025-02-16,Oqood,Individual
TXN-00487,BLD-059,Dubai Hills Estate,Apartment,3,649.0,964608.7,1486.3,Off-Plan,2025-12-17,Oqood,Company
TXN-00488,BLD-060,Jumeirah Village Circle,Townhouse,2,3179.0,3436594.37,1081.03,Off-Plan,2025-08-12,Oqood,Individual
TXN-00489,BLD-042,Jumeirah Village Circle,Apartment,1,1474.0,1732480.64,1175.36,Sale,2025-05-07,Title Deed,Individual
TXN-00490,BLD-002,Downtown Dubai,Townhouse,3,1984.0,4594309.12,2315.68,Sale,2025-10-27,Title Deed,Company
TXN-00491,BLD-074,Arabian Ranches,Apartment,0,1634.0,1954247.66,1195.99,Sale,2025-03-02,Title Deed,Individual
TXN-00492,BLD-014,Al Furjan,Apartment,0,1196.0,1392179.88,1164.03,Off-Plan,2026-04-11,Oqood,Individual
TXN-00493,BLD-079,Jumeirah Lake Towers,Apartment,1,812.0,1231990.76,1517.23,Sale,2026-05-01,Title Deed,Company
TXN-00494,BLD-073,Motor City,Apartment,3,2241.0,2657064.06,1185.66,Off-Plan,2026-05-01,Oqood,Individual
TXN-00495,BLD-061,Arabian Ranches,Apartment,1,2125.0,2948543.75,1387.55,Sale,2025-12-14,Title Deed,Individual
TXN-00496,BLD-042,Jumeirah Village Circle,Apartment,0,1361.0,1522264.89,1118.49,Sale,2025-05-20,Title Deed,Individual
TXN-00497,BLD-066,DAMAC Hills,Apartment,3,1998.0,2307670.02,1154.99,Off-Plan,2026-02-24,Oqood,Individual
TXN-00498,BLD-076,Dubai Marina,Apartment,2,1505.0,2824779.65,1876.93,Sale,2026-03-27,Title Deed,Company
TXN-00499,BLD-056,Downtown Dubai,Apartment,1,1794.0,4587024.78,2556.87,Off-Plan,2026-05-23,Oqood,Individual
TXN-00500,BLD-015,Dubai Hills Estate,Apartment,2,1519.0,2373786.87,1562.73,Mortgage,2025-05-01,Title Deed,Individual
TXN-00501,BLD-077,Palm Jumeirah,Villa,4,5123.0,12457445.41,2431.67,Off-Plan,2025-01-10,Oqood,Company
TXN-00502,BLD-019,Motor City,Apartment,2,997.0,1174894.71,1178.43,Sale,2025-11-12,Title Deed,Company
TXN-00503,BLD-073,Motor City,Villa,5,7117.0,8975106.36,1261.08,Off-Plan,2025-01-18,Oqood,Company
TXN-00504,BLD-079,Jumeirah Lake Towers,Townhouse,3,2030.0,2777161.8,1368.06,Sale,2026-01-12,Title Deed,Individual
TXN-00505,BLD-015,Dubai Hills Estate,Villa,5,3906.0,6450446.52,1651.42,Sale,2026-02-04,Title Deed,Individual
TXN-00506,BLD-056,Downtown Dubai,Apartment,2,1360.0,3248781.6,2388.81,Mortgage,2025-06-16,Title Deed,Company
TXN-00507,BLD-037,Dubai Marina,Townhouse,4,2042.0,3393681.48,1661.94,Off-Plan,2026-04-02,Oqood,Individual
TXN-00508,BLD-018,Jumeirah Lake Towers,Apartment,2,1243.0,2157997.16,1736.12,Sale,2025-07-13,Title Deed,Individual
TXN-00509,BLD-059,Dubai Hills Estate,Apartment,2,1311.0,2022977.88,1543.08,Sale,2025-09-09,Title Deed,Individual
TXN-00510,BLD-065,Dubai Silicon Oasis,Apartment,3,1561.0,1133239.17,725.97,Sale,2026-05-18,Title Deed,Individual
TXN-00511,BLD-011,Motor City,Apartment,2,2367.0,2781911.43,1175.29,Sale,2025-04-10,Title Deed,Individual
TXN-00512,BLD-032,Palm Jumeirah,Apartment,2,2322.0,6543837.18,2818.19,Off-Plan,2025-03-05,Oqood,Individual
TXN-00513,BLD-044,Dubai Silicon Oasis,Apartment,0,1319.0,1293371.83,980.57,Sale,2025-11-07,Title Deed,Individual
TXN-00514,BLD-038,Business Bay,Apartment,2,1603.0,2912618.94,1816.98,Sale,2025-07-02,Title Deed,Individual
TXN-00515,BLD-074,Arabian Ranches,Apartment,4,2022.0,2326027.92,1150.36,Sale,2025-10-21,Title Deed,Individual
TXN-00516,BLD-033,Mohammed Bin Rashid City,Apartment,1,2119.0,2349441.25,1108.75,Sale,2025-06-13,Title Deed,Individual
TXN-00517,BLD-058,Dubai Marina,Apartment,1,1969.0,3446675.43,1750.47,Sale,2025-04-06,Title Deed,Individual
TXN-00518,BLD-019,Motor City,Apartment,3,2078.0,2428413.14,1168.63,Sale,2025-06-30,Title Deed,Individual
TXN-00519,BLD-027,Dubai Silicon Oasis,Apartment,3,528.0,563766.72,1067.74,Sale,2026-05-12,Title Deed,Individual
TXN-00520,BLD-039,Dubai Silicon Oasis,Apartment,3,2246.0,2339276.38,1041.53,Sale,2026-07-07,Title Deed,Individual
TXN-00521,BLD-056,Downtown Dubai,Apartment,3,1309.0,3572444.26,2729.14,Off-Plan,2026-07-08,Oqood,Individual
TXN-00522,BLD-046,Downtown Dubai,Townhouse,3,3452.0,8354047.12,2420.06,Sale,2026-02-14,Title Deed,Individual
TXN-00523,BLD-060,Jumeirah Village Circle,Villa,5,6251.0,7073381.56,1131.56,Sale,2025-07-13,Title Deed,Individual
TXN-00524,BLD-041,Palm Jumeirah,Apartment,2,2067.0,3747346.98,1812.94,Sale,2025-08-22,Title Deed,Individual
TXN-00525,BLD-037,Dubai Marina,Apartment,0,1646.0,3165258.0,1923.0,Off-Plan,2025-05-14,Oqood,Individual
TXN-00526,BLD-016,Dubai Marina,Apartment,2,1164.0,2282918.28,1961.27,Off-Plan,2025-05-03,Oqood,Individual
TXN-00527,BLD-024,Business Bay,Apartment,2,2274.0,3792804.6,1667.9,Sale,2025-12-07,Title Deed,Individual
TXN-00528,BLD-033,Mohammed Bin Rashid City,Apartment,0,1959.0,3470113.83,1771.37,Sale,2025-10-08,Title Deed,Company
TXN-00529,BLD-023,Palm Jumeirah,Apartment,2,2259.0,5537735.19,2451.41,Sale,2026-03-27,Title Deed,Individual
TXN-00530,BLD-028,Downtown Dubai,Apartment,0,1294.0,2688259.12,2077.48,Sale,2026-04-11,Title Deed,Individual
TXN-00531,BLD-003,Mohammed Bin Rashid City,Townhouse,2,2953.0,5554622.53,1881.01,Sale,2026-02-14,Title Deed,Individual
TXN-00532,BLD-074,Arabian Ranches,Apartment,2,1947.0,2306085.21,1184.43,Off-Plan,2025-03-22,Oqood,Company
TXN-00533,BLD-070,Al Furjan,Apartment,1,1785.0,1866842.25,1045.85,Sale,2025-12-17,Title Deed,Company
TXN-00534,BLD-039,Dubai Silicon Oasis,Apartment,2,2318.0,2331629.84,1005.88,Mortgage,2026-04-25,Title Deed,Individual
TXN-00535,BLD-038,Business Bay,Apartment,1,498.0,784115.94,1574.53,Off-Plan,2026-01-12,Oqood,Company
TXN-00536,BLD-063,Al Furjan,Apartment,2,1876.0,1778466.76,948.01,Off-Plan,2026-05-25,Oqood,Individual
TXN-00537,BLD-050,Arabian Ranches,Apartment,2,1029.0,1389324.93,1350.17,Sale,2025-02-16,Title Deed,Company
TXN-00538,BLD-044,Dubai Silicon Oasis,Apartment,3,505.0,522412.4,1034.48,Off-Plan,2025-06-11,Oqood,Individual
TXN-00539,BLD-075,Jumeirah Lake Towers,Apartment,0,1876.0,2735902.12,1458.37,Off-Plan,2025-09-15,Oqood,Individual
TXN-00540,BLD-017,Jumeirah Village Circle,Apartment,2,2211.0,2481825.39,1122.49,Sale,2025-03-16,Title Deed,Company
TXN-00541,BLD-014,Al Furjan,Apartment,2,1639.0,1619594.24,988.16,Sale,2026-02-25,Title Deed,Company
TXN-00542,BLD-042,Jumeirah Village Circle,Apartment,2,1501.0,1883604.9,1254.9,Sale,2025-07-06,Title Deed,Individual
TXN-00543,BLD-043,Arabian Ranches,Apartment,1,1920.0,2304518.4,1200.27,Sale,2025-02-20,Title Deed,Individual
TXN-00544,BLD-018,Jumeirah Lake Towers,Apartment,3,1633.0,2343044.73,1434.81,Sale,2025-07-12,Title Deed,Individual
TXN-00545,BLD-012,Dubai South,Villa,4,4134.0,4686922.5,1133.75,Sale,2025-06-05,Title Deed,Individual
TXN-00546,BLD-035,Business Bay,Apartment,1,2277.0,3426019.74,1504.62,Sale,2025-04-10,Title Deed,Individual
TXN-00547,BLD-039,Dubai Silicon Oasis,Apartment,0,887.0,891275.34,1004.82,Sale,2026-06-13,Title Deed,Individual
TXN-00548,BLD-029,Dubai Hills Estate,Apartment,2,832.0,1369888.0,1646.5,Sale,2026-05-10,Title Deed,Company
TXN-00549,BLD-064,Dubai South,Apartment,2,505.0,500490.35,991.07,Sale,2026-04-19,Title Deed,Individual
TXN-00550,BLD-006,DAMAC Hills,Apartment,0,1484.0,1666992.04,1123.31,Sale,2025-09-07,Title Deed,Individual
TXN-00551,BLD-057,Downtown Dubai,Apartment,1,814.0,2025948.32,2488.88,Off-Plan,2025-04-20,Oqood,Individual
TXN-00552,BLD-031,Downtown Dubai,Villa,5,4565.0,9638997.5,2111.5,Sale,2025-06-07,Title Deed,Company
TXN-00553,BLD-028,Downtown Dubai,Townhouse,3,2497.0,6147389.27,2461.91,Off-Plan,2025-08-05,Oqood,Company
TXN-00554,BLD-043,Arabian Ranches,Apartment,2,538.0,722808.38,1343.51,Sale,2025-12-27,Title Deed,Individual
TXN-00555,BLD-029,Dubai Hills Estate,Townhouse,4,3221.0,6003396.43,1863.83,Sale,2025-09-02,Title Deed,Company
TXN-00556,BLD-012,Dubai South,Apartment,2,2127.0,2239092.9,1052.7,Sale,2026-03-24,Title Deed,Individual
TXN-00557,BLD-032,Palm Jumeirah,Apartment,1,860.0,2599805.8,3023.03,Off-Plan,2026-03-13,Oqood,Company
TXN-00558,BLD-006,DAMAC Hills,Apartment,2,1942.0,2477817.22,1275.91,Sale,2025-04-20,Title Deed,Company
TXN-00559,BLD-058,Dubai Marina,Apartment,0,1911.0,3541465.2,1853.2,Sale,2025-09-11,Title Deed,Individual
TXN-00560,BLD-012,Dubai South,Apartment,2,740.0,797231.6,1077.34,Sale,2026-04-29,Title Deed,Company
TXN-00561,BLD-018,Jumeirah Lake Towers,Villa,4,6512.0,10481910.56,1609.63,Off-Plan,2025-03-23,Oqood,Company
TXN-00562,BLD-050,Arabian Ranches,Townhouse,3,1859.0,2195181.56,1180.84,Mortgage,2025-08-10,Title Deed,Individual
TXN-00563,BLD-011,Motor City,Apartment,1,2266.0,2741746.7,1209.95,Sale,2026-02-06,Title Deed,Individual
TXN-00564,BLD-047,Dubai South,Apartment,0,1146.0,1137244.56,992.36,Sale,2025-05-31,Title Deed,Individual
TXN-00565,BLD-043,Arabian Ranches,Apartment,0,1367.0,1726206.59,1262.77,Mortgage,2025-08-28,Title Deed,Individual
TXN-00566,BLD-042,Jumeirah Village Circle,Apartment,1,1767.0,1785871.56,1010.68,Sale,2026-07-03,Title Deed,Individual
TXN-00567,BLD-016,Dubai Marina,Apartment,2,2054.0,3845519.34,1872.21,Sale,2025-03-18,Title Deed,Individual
TXN-00568,BLD-025,Palm Jumeirah,Townhouse,3,1944.0,4910932.8,2526.2,Mortgage,2025-10-19,Title Deed,Individual
TXN-00569,BLD-015,Dubai Hills Estate,Villa,4,6912.0,12069596.16,1746.18,Sale,2025-05-25,Title Deed,Company
TXN-00570,BLD-061,Arabian Ranches,Apartment,2,1696.0,1916547.84,1130.04,Off-Plan,2026-06-26,Oqood,Individual
TXN-00571,BLD-043,Arabian Ranches,Apartment,1,1699.0,2152140.29,1266.71,Off-Plan,2026-04-10,Oqood,Company
TXN-00572,BLD-059,Dubai Hills Estate,Apartment,1,1983.0,3118882.23,1572.81,Sale,2025-02-27,Title Deed,Company
TXN-00573,BLD-019,Motor City,Apartment,2,749.0,939433.25,1254.25,Sale,2025-06-16,Title Deed,Company
TXN-00574,BLD-021,Jumeirah Village Circle,Apartment,0,1047.0,1238621.94,1183.02,Sale,2025-02-14,Title Deed,Individual
TXN-00575,BLD-041,Palm Jumeirah,Townhouse,2,2607.0,8273757.69,3173.67,Sale,2026-06-05,Title Deed,Individual
TXN-00576,BLD-019,Motor City,Townhouse,4,2081.0,2511329.99,1206.79,Sale,2025-11-08,Title Deed,Individual
TXN-00577,BLD-061,Arabian Ranches,Townhouse,5,3157.0,4145235.71,1313.03,Off-Plan,2026-04-07,Oqood,Individual
TXN-00578,BLD-044,Dubai Silicon Oasis,Villa,5,7031.0,6856982.75,975.25,Sale,2025-08-23,Title Deed,Individual
TXN-00579,BLD-058,Dubai Marina,Apartment,1,1624.0,3098137.28,1907.72,Off-Plan,2025-07-29,Oqood,Individual
TXN-00580,BLD-003,Mohammed Bin Rashid City,Apartment,3,1761.0,3550475.37,2016.17,Sale,2026-06-17,Title Deed,Individual
TXN-00581,BLD-008,DAMAC Hills,Townhouse,3,2066.0,2153619.06,1042.41,Sale,2026-01-04,Title Deed,Individual
TXN-00582,BLD-040,Dubai Hills Estate,Townhouse,4,1958.0,3107267.68,1586.96,Mortgage,2025-11-01,Title Deed,Company
TXN-00583,BLD-021,Jumeirah Village Circle,Villa,6,4792.0,5494603.04,1146.62,Sale,2025-08-10,Title Deed,Individual
TXN-00584,BLD-039,Dubai Silicon Oasis,Apartment,3,2374.0,2629798.5,1107.75,Off-Plan,2026-03-05,Oqood,Individual
TXN-00585,BLD-035,Business Bay,Apartment,2,1826.0,2821096.96,1544.96,Sale,2026-05-27,Title Deed,Individual
TXN-00586,BLD-006,DAMAC Hills,Villa,4,5550.0,7433392.5,1339.35,Sale,2025-06-16,Title Deed,Company
TXN-00587,BLD-034,Dubai Hills Estate,Apartment,2,1680.0,2751016.8,1637.51,Sale,2025-09-17,Title Deed,Individual
TXN-00588,BLD-004,Arabian Ranches,Apartment,1,2389.0,3268295.34,1368.06,Sale,2025-10-01,Title Deed,Individual
TXN-00589,BLD-061,Arabian Ranches,Townhouse,4,2472.0,2759444.16,1116.28,Sale,2025-06-08,Title Deed,Individual
TXN-00590,BLD-041,Palm Jumeirah,Apartment,2,1128.0,3432898.8,3043.35,Off-Plan,2025-02-28,Oqood,Company
TXN-00591,BLD-038,Business Bay,Apartment,2,572.0,1002664.52,1752.91,Off-Plan,2025-06-30,Oqood,Individual
TXN-00592,BLD-070,Al Furjan,Apartment,1,2093.0,2275802.62,1087.34,Off-Plan,2026-07-11,Oqood,Individual
TXN-00593,BLD-075,Jumeirah Lake Towers,Apartment,1,691.0,1215462.09,1758.99,Sale,2025-06-25,Title Deed,Company
TXN-00594,BLD-014,Al Furjan,Apartment,2,2067.0,2230458.36,1079.08,Off-Plan,2026-07-08,Oqood,Company
TXN-00595,BLD-071,DAMAC Hills,Villa,5,4762.0,4490851.72,943.06,Sale,2026-01-01,Title Deed,Individual
TXN-00596,BLD-040,Dubai Hills Estate,Villa,3,4877.0,7888157.34,1617.42,Mortgage,2025-11-17,Title Deed,Individual
TXN-00597,BLD-004,Arabian Ranches,Villa,3,3405.0,4597533.15,1350.23,Sale,2025-03-31,Title Deed,Individual
TXN-00598,BLD-055,Arabian Ranches,Villa,5,3165.0,4362730.95,1378.43,Sale,2026-06-19,Title Deed,Individual
TXN-00599,BLD-076,Dubai Marina,Apartment,0,921.0,1849764.03,2008.43,Off-Plan,2025-08-08,Oqood,Company
TXN-00600,BLD-076,Dubai Marina,Townhouse,3,2433.0,5087500.32,2091.04,Mortgage,2026-01-01,Title Deed,Company
